State Name,District Name,Total Literacy Rate (%),Total Literacy Rate Urban (%),Total Literacy Rate Rural (%),Total Literacy Rate Male (%),Total Literacy Rate Male Urban (%),Total Literacy Rate Male Rural (%),Total Literacy Rate Female (%),Total Literacy Rate Urban Female (%),Total Literacy Rate Rural Female (%),Education (%),Medical (%),Post Office (%),Telephone (%),Transport Communications (%),Banks (%),Agricultural  Credit Societies (%),Approach by Pucca Road (%),Total Workers (%),Total Male Workers (%),Total Female Workers (%),Total Slum Population,Slum Population (%),Rural Population (%),Urban Population (%),Total good condition households (%),Total livable condition households (%),Total dilapidated condition households (%),Rural good condition households (%),Rural livable condition households (%),Rural dilapidated condition households (%),Urban good condition households (%),Urban livable condition households (%),Urban dilapidated condition households (%),Total Material of house roof is concrete (%),Rural Material of house roof is concrete (%),Urban Material of house roof is concrete (%),Total tapwater from treated source (%),Rural tapwater from treated source (%),Urban tapwater from treated source (%),Total Location of drinking water resource (%),Rural Location of drinking water resource (%),Urban Location of drinking water resource (%),Total Electricity as Lightning Source (%),Rural Electricity as Lightning Source (%),Urban Electricity as Lightning Source (%),Total Latrine facility within premises (%),Rural Latrine facility within premises (%),Urban Latrine facility within premises (%),Total Bathroom with roof within premises (%),Rural Bathroom with roof within premises (%),Urban Bathroom with roof within premises (%),Total Bathroom without roof within premises (%),Rural Bathroom without roof within premises (%),Urban Bathroom without roof within premises (%),Total waste water outlet connect to closed drainage (%),Rural waste water outlet connect to closed drainage (%),Urban waste water outlet connect to closed drainage (%),Total waste water outlet connect to open drainage (%),Rural waste water outlet connect to open drainage (%),Urban waste water outlet connect to open drainage (%),Total Fuel Used LPG+Biogas (%),Rural Fuel Used LPG+Biogas (%),Urban Fuel Used LPG+Biogas (%),Total cooking inside house (%),Rural cooking inside house (%),Urban cooking inside house (%),Total cooking outside house (%),Rural cooking outside house (%),Urban cooking outside house (%),Total no cooking (%),Rural no cooking (%),Urban no cooking (%),Total households availing banking services (%),Rural households availing banking services (%),Urban households availing banking services (%),Total households with no assets (%),Rural households with no assets (%),Urban households with no assets (%)
Maharashtra,Wardha,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,M,M,M,M,M,L,L,L,L,M,M,L,M,M,L,S,M,S,S,S,S,M,M,L,M,S,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Maharashtra,Washim,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,M,L,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,M,S,M,L,L,L,M,S,L,M,M,L,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Maharashtra,Yavatmal,L,L,L,L,L,L,L,L,L,L,M,S,L,L,S,S,L,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,L,M,S,L,L,M,L,S,S,L,M,S,L,M,M,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Manipur,Bishnupur,L,L,L,L,L,L,L,L,M,L,L,M,L,L,S,S,L,M,M,M,S,S,M,M,M,S,S,M,M,S,M,S,S,S,S,S,S,S,M,S,S,S,L,L,L,L,L,L,S,S,S,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,S,S,S,S
Manipur,Chandel,L,L,L,L,L,L,M,M,M,M,S,S,M,S,S,S,S,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,M,M,L,L,L,L,S,S,M,S,S,S,S,S,S,M,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,S,S,S,S
Manipur,Churachandpur,L,L,L,L,L,L,L,L,L,M,S,S,M,S,S,S,S,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,M,M,L,L,L,L,S,S,M,S,S,S,S,S,S,M,M,M,S,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Manipur,Imphal East,L,L,L,L,L,L,L,L,L,L,L,S,L,S,S,S,L,M,M,M,S,S,M,M,M,M,S,M,M,S,M,S,S,S,S,S,S,S,M,S,S,M,L,L,L,L,L,L,M,S,M,S,S,S,S,S,S,M,M,L,M,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Manipur,Imphal West,L,L,L,L,L,L,L,L,L,L,L,S,L,L,S,S,L,M,M,S,S,S,M,M,M,S,S,M,S,S,M,S,S,S,S,S,M,S,L,S,S,M,L,L,L,L,L,L,M,S,M,S,S,S,S,S,S,M,M,L,M,M,L,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
Manipur,Senapati,M,L,M,L,L,L,M,L,M,L,M,S,L,S,S,S,S,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,S,L,L,L,L,L,L,S,S,M,S,S,M,S,S,S,M,M,L,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Manipur,Tamenglong,L,L,L,L,L,L,M,L,M,L,M,S,M,S,S,S,S,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,S,M,M,L,L,M,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Manipur,Thoubal,L,L,L,L,L,L,M,L,M,L,L,M,L,M,S,S,L,M,M,M,S,S,M,M,M,S,S,M,M,S,L,S,S,S,S,S,S,S,S,S,S,S,M,M,L,L,L,L,S,S,S,S,S,S,S,S,S,M,M,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,S,S,S,S
Manipur,Ukhrul,L,L,L,L,L,L,L,L,L,L,M,S,L,M,S,S,M,M,M,M,S,S,L,S,S,L,S,S,L,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,M,L,L,L,M,M,L,M,M,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Meghalaya,East Garo Hills,L,L,L,L,L,L,L,L,L,L,M,S,M,S,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,M,M,M,L,L,L,L,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,M,M,M,M,M,M,S,S,S,S,S,M,M,M,S
Meghalaya,East Khasi Hills,L,L,L,L,L,L,L,L,L,L,S,S,L,S,S,S,M,M,M,S,L,S,M,M,M,M,S,M,M,S,L,S,S,S,S,M,M,M,L,M,S,M,L,L,L,L,M,L,M,M,L,S,S,S,S,S,S,M,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,M,S
Meghalaya,Jaintia Hills,M,L,M,M,L,M,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,L,L,S,M,M,S,M,M,S,L,S,S,S,S,M,S,S,M,S,S,M,M,M,L,M,M,L,M,M,L,S,S,S,S,S,S,M,S,L,S,S,L,L,L,L,S,S,S,S,S,S,M,S,L,M,M,S
Meghalaya,Ribhoi,L,L,L,L,L,L,L,L,L,L,S,S,L,S,S,S,M,M,M,M,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,S,L,M,L,M,M,L,S,S,S,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
Meghalaya,South Garo Hills,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,S,S,M,M,S,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,S,M,M,L,M,M,L,S,S,S,S,S,S,S,S,S,S,S,M,S,S,S,M,M,M,M,M,M,S,S,S,S,S,M,M,M,S
Meghalaya,West Garo Hills,L,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,L,S,S,M,M,M,L,M,M,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,M,M,L,M,M,S,S,S,S,S,S,L,M,M,S
Meghalaya,West Khasi Hills,L,L,L,L,L,L,L,L,L,L,S,S,M,S,S,S,S,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,M,S,S,S,M,M,L,M,M,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,M
Mizoram,Aizawl,L,L,L,L,L,L,L,L,L,L,L,M,L,S,S,S,M,M,M,M,L,S,S,L,L,S,S,M,M,S,L,S,S,S,S,M,M,S,L,M,S,M,L,L,L,L,L,L,L,M,L,S,S,S,S,S,S,M,M,M,L,M,L,L,L,L,S,S,S,S,S,S,L,M,L,S,S,S
Mizoram,Champhai,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,M,M,M,M,S,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,M,M,M,S,S,S,L,L,L,L,L,L,L,M,L,S,S,S,S,S,S,M,M,M,M,S,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Mizoram,Kolasib,L,L,L,L,L,L,L,L,L,L,L,M,L,S,S,S,M,M,M,M,S,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,M,M,L,S,S,M,L,L,L,L,L,L,M,M,M,S,S,S,S,S,S,M,M,M,M,S,L,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
Mizoram,Lawngtlai,M,L,M,L,L,L,M,L,M,L,M,S,M,S,S,S,S,M,M,S,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,S,M,S,L,L,M,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,L,L,L,L,S,S,S,S,S,S,S,S,L,M,M,S
Mizoram,Lunglei,L,L,L,L,L,L,L,L,L,L,M,S,L,S,S,S,S,M,M,M,S,S,M,M,M,M,S,M,M,S,L,S,S,S,S,S,S,S,L,S,S,M,L,L,L,L,L,L,M,M,L,S,S,S,S,S,S,M,S,M,M,S,L,L,L,L,S,S,S,S,S,S,M,S,L,S,M,S
Mizoram,Mamit,L,L,L,L,L,L,L,L,L,L,M,M,L,S,S,S,M,M,M,M,S,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,M,S,S,M,L,M,L,L,L,L,M,S,M,S,S,S,S,S,S,M,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,S,M,S
Mizoram,Saiha,L,L,L,L,L,L,L,L,L,L,M,S,M,S,S,S,S,M,M,S,S,S,M,M,M,S,S,M,S,S,L,S,S,S,S,S,S,S,S,S,S,M,L,M,L,L,L,L,M,M,L,S,S,S,S,S,S,S,S,M,M,S,L,L,L,L,S,S,S,S,S,S,M,S,L,S,M,S
Mizoram,Serchhip,L,L,L,L,L,L,L,L,L,L,M,M,L,S,S,S,S,M,M,M,S,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,M,S,L,S,S,M,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,L,M,M,S,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Nagaland,Dimapur,L,L,L,L,L,L,L,L,L,L,M,S,L,S,S,S,S,M,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,L,M,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,S,M,S,M,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Nagaland,Kiphire,L,L,M,L,L,L,M,L,M,L,S,S,L,S,S,S,S,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,S,S,S,S,L,L,L,M,M,L,M,M,L,M,M,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Nagaland,Kohima,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,M,S,S,M,M,S,M,S,S,S,S,S,S,S,S,S,S,M,L,L,L,L,M,L,M,M,L,S,M,S,S,S,S,L,M,L,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Nagaland,Longleng,L,L,L,L,L,L,L,L,M,L,L,S,L,S,S,S,S,M,M,M,L,M,L,S,S,M,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,M,M,L,L,L,L,S,S,M,M,M,M,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Nagaland,Mokokchung,L,L,L,L,L,L,L,L,L,L,M,S,L,M,S,S,M,M,M,M,L,S,M,M,M,M,S,M,M,S,M,S,S,S,S,S,S,S,S,S,S,S,L,L,L,L,L,L,L,M,L,S,M,S,S,S,S,L,L,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
Nagaland,Mon,M,L,M,M,L,M,M,L,M,L,L,S,L,S,S,S,S,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,M,S,L,L,M,L,S,S,M,M,M,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Nagaland,Peren,L,L,L,L,L,L,L,L,L,L,S,S,L,S,S,S,S,M,M,M,L,S,M,M,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,L,L,L,L,L,L,S,S,M,M,M,S,S,S,S,S,M,S,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Nagaland,Phek,L,L,L,L,L,L,L,L,L,L,M,S,L,S,S,S,M,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,L,L,L,L,L,L,M,M,L,S,M,S,S,S,S,M,M,L,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Nagaland,Tuensang,L,L,L,L,L,L,L,L,M,L,M,S,L,S,S,S,S,M,M,M,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,M,M,L,M,M,L,M,M,L,S,S,S,S,S,S,M,S,L,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Nagaland,Wokha,L,L,L,L,L,L,L,L,L,L,M,S,L,S,S,S,S,M,M,M,L,S,L,S,M,M,S,M,M,S,L,S,S,S,S,S,S,S,S,S,S,S,L,L,L,M,M,L,M,M,L,M,M,S,S,S,S,S,S,L,S,S,M,L,L,L,S,S,S,S,S,S,M,S,L,S,M,S
Nagaland,Zunheboto,L,L,L,L,L,L,L,L,L,L,M,S,L,S,S,S,S,M,M,M,L,M,L,S,M,M,S,M,M,S,M,M,S,S,S,S,S,S,S,S,S,M,L,L,L,L,L,L,M,M,L,M,M,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Odisha,Anugul,L,L,L,L,L,L,L,L,M,L,S,S,L,S,S,S,M,M,M,S,L,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Odisha,Balangir,M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,M,L,S,S,M,S,S,L,S,M,M,S,S,S,M,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,S,S,S
Odisha,Baleshwar,L,L,L,L,L,L,L,L,L,L,S,S,L,S,S,S,M,M,M,S,L,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,M,M,M,M,M,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,M,M,L,M,M,S,S,S,S,M,M,M,S,S,S
Odisha,Bargarh,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,S,M,S,S,L,S,M,M,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Odisha,Baudh,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,S,L,S,S,L,S,M,M,S,S,S,M,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Odisha,Bhadrak,L,L,L,L,L,L,L,L,L,L,S,M,L,M,S,S,L,S,M,S,L,M,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,M,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,M,M,L,M,M,S,S,S,S,M,M,M,S,S,S
Odisha,Cuttack,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,L,M,M,S,L,L,L,S,M,M,S,M,M,S,M,M,S,M,M,M,S,S,M,M,S,L,M,M,L,M,S,L,S,S,L,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Odisha,Debagarh,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,S,S,L,S,S,L,S,S,L,S,S,M,S,S,S,S,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Odisha,Dhenkanal,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,M,M,M,S,L,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Odisha,Gajapati,M,L,M,M,L,M,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,S,M,S,S,L,S,M,M,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Odisha,Ganjam,L,L,L,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,L,L,S,M,M,S,S,M,S,M,M,S,M,M,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,M,S
Odisha,Jagatsinghapur,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,L,M,M,S,L,L,L,S,M,M,S,M,M,S,M,M,S,M,M,M,S,S,M,M,M,M,M,M,M,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Odisha,Jajapur,L,L,L,L,L,L,L,L,L,L,S,S,L,S,S,S,L,S,M,S,L,M,L,S,S,M,S,S,M,S,M,M,S,M,M,M,S,S,S,M,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,M,L,M,L,S,M,S,S,S,S,M,M,M,S,S,S
Odisha,Jharsuguda,L,L,L,L,L,L,L,L,M,L,S,S,L,M,S,S,L,M,M,S,L,M,M,M,S,M,S,S,L,S,M,M,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Odisha,Kalahandi,M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,L,L,S,S,L,S,S,L,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Odisha,Kandhamal,M,L,M,L,L,L,M,L,M,L,S,S,M,S,S,S,S,M,M,M,L,S,L,S,S,L,S,S,L,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,M,M,L,M,M,S
Odisha,Kendrapara,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,L,S,M,S,L,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,M,M,L,M,M,S,S,S,S,M,M,M,S,S,S
Odisha,Kendujhar,L,L,M,L,L,L,M,L,M,L,S,M,L,M,S,S,L,M,M,S,L,M,L,S,S,L,S,S,L,S,M,M,S,S,S,S,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Odisha,Khordha,L,L,L,L,L,L,L,L,L,L,S,S,L,S,S,S,M,M,M,S,L,L,M,M,M,M,S,S,M,S,M,M,S,M,S,M,S,S,M,M,S,L,L,M,L,M,S,L,M,S,M,S,S,S,S,S,M,S,S,S,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Odisha,Koraput,M,L,M,M,L,M,M,L,S,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,S,M,M,M,S
Odisha,Malkangiri,M,L,M,M,L,M,M,M,M,L,M,S,M,S,S,S,S,M,M,M,L,S,L,S,S,M,S,S,L,S,M,M,S,S,S,S,S,S,S,S,S,S,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,M,M,S
Odisha,Mayurbhanj,M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,M,L,S,L,S,S,L,S,S,L,S,M,M,S,S,S,M,S,S,S,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Odisha,Nabarangapur,M,L,M,M,L,M,M,L,S,L,M,S,L,M,S,S,M,M,M,M,L,S,L,S,S,L,S,S,L,S,M,M,S,S,S,S,S,S,S,S,S,M,S,S,M,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,S,S,S
Odisha,Nayagarh,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,M,M,M,S,S,S,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,S,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,S,S,M,S,S,S
Odisha,Nuapada,M,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,L,M,M,M,L,S,L,S,S,L,S,S,L,S,M,M,S,S,S,S,S,S,S,S,S,S,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,S,S,M,S,S,S
Odisha,Puri,L,L,L,L,L,L,L,L,L,L,S,S,L,M,S,S,L,M,M,S,L,L,L,S,S,M,S,S,M,S,M,M,S,S,S,M,S,S,M,S,S,L,M,M,L,S,S,L,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,M,M,L,M,M,S,S,S,S,M,M,M,S,S,S
Odisha,Rayagada,M,L,M,M,L,M,M,L,M,L,S,S,M,S,S,S,M,M,M,M,L,S,L,S,S,M,S,S,L,S,M,M,S,S,S,M,S,S,M,S,S,M,S,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,M,M,M,S
Odisha,Sambalpur,L,L,L,L,L,L,L,L,M,L,S,S,L,M,S,S,L,M,M,M,L,M,L,S,S,M,S,S,L,S,M,M,S,S,S,M,S,S,M,S,S,M,M,M,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Odisha,Subarnapur,L,L,L,L,L,L,M,L,M,L,S,S,L,S,S,S,M,M,M,M,L,S,L,S,S,L,S,S,L,S,S,M,S,S,S,S,S,S,M,S,S,S,S,S,L,S,S,M,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,L,L,L,S,S,S,S,S,S,M,S,M,S,S,S
Odisha,Sundargarh,L,L,M,L,L,L,M,L,M,L,S,S,L,M,S,S,M,M,M,S,L,M,M,M,S,M,S,S,L,S,M,M,S,S,S,M,S,S,M,S,S,M,M,S,L,S,S,M,S,S,M,S,S,S,S,S,S,S,S,M,S,S,M,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Puducherry,Karaikal,L,L,L,L,L,L,L,L,L,L,L,M,L,L,S,S,L,M,M,S,L,S,M,M,L,S,S,M,M,S,L,S,S,M,M,M,L,L,L,M,M,L,L,L,L,M,M,L,M,M,L,S,S,S,S,S,S,M,S,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Puducherry,Mahe,L,L,S,L,L,S,L,L,S,S,S,S,S,S,S,S,S,S,M,S,L,S,S,L,L,S,S,L,S,S,L,S,S,L,L,L,S,S,S,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,M,M,M,S,S,S,M,M,M,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
Puducherry,Puducherry,L,L,L,L,L,L,L,L,L,L,L,M,L,L,M,M,L,M,M,S,L,S,S,L,L,S,S,M,S,S,L,S,S,M,M,L,L,L,L,L,M,L,L,L,L,L,M,L,L,M,L,S,S,S,S,S,M,M,S,M,L,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Puducherry,Yanam,L,L,S,L,L,S,L,L,S,S,S,S,S,S,S,S,S,S,M,S,L,S,S,L,L,S,S,L,S,S,L,S,S,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Punjab,Amritsar,L,L,L,L,L,L,L,L,M,L,L,S,L,L,S,S,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,M,S,M,M,L,M,S,L,L,L,L,L,L,L,L,M,L,L,M,L,S,M,S,M,S,L,M,L,S,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Punjab,Barnala,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,M,M,M,M,S,S,S,L,S,M,M,S,M,M,S,M,M,S,S,S,M,M,S,L,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,S,L,L,M,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Punjab,Bathinda,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,S,L,S,M,M,M,M,S,M,M,S,M,S,S,S,S,M,M,S,M,L,L,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,M,M,M,M,M,S,L,L,L,L,S,S,S,S,S,S,M,M,L,S,S,S
Punjab,Faridkot,L,L,M,L,L,L,M,L,M,L,L,M,L,L,S,M,L,M,M,S,L,M,M,M,M,M,S,M,M,S,M,M,S,M,S,M,S,S,M,L,L,L,L,L,L,L,L,L,L,M,L,S,S,S,S,S,S,M,M,M,M,M,L,L,L,L,S,S,S,S,S,S,M,M,M,S,S,S
Punjab,Fatehgarh Sahib,L,L,L,L,L,L,L,L,L,L,S,S,L,L,S,S,L,M,M,S,S,S,L,S,M,M,S,M,M,S,M,M,S,M,M,L,S,S,M,L,L,L,L,L,L,L,L,L,L,L,L,S,S,S,S,S,M,M,L,M,M,M,L,L,L,L,S,S,S,S,S,S,L,L,L,S,S,S
